action,distance_to_goal,experiment,gamma,loss,orientation,reward,signal1,signal2,signal3,speed,time
-20,671.8464334694096,2,0.96,0.2057725340127945,0.0016285819063971928,-0.3,0.0,0.0,0.0,5,395
-20,667.1413483261069,2,0.96,0.19573788344860077,-0.10947040906296375,-0.3,0.0,0.0,0.0,5,396
20,663.3104325176962,2,0.96,0.21214184165000916,-0.22138588728759628,-0.3,0.0,0.0,0.0,5,397
-20,658.6179947425234,2,0.96,0.21657386422157288,-0.1118122543974265,-0.3,0.0,0.0,0.0,5,398
20,654.8112696572496,2,0.96,0.25166624784469604,-0.22375485745728824,-0.3,0.0,0.0,0.0,5,399
-20,650.1320762837563,2,0.96,0.16161417961120605,-0.11421502486997424,-0.3,0.0,0.0,0.0,5,400
20,646.3503980934365,2,0.96,0.1891392320394516,-0.2261858076968207,-0.3,0.0,0.0,0.0,5,401
-20,641.6850781259229,2,0.96,0.20159026980400085,-0.11668084454122359,-0.3,0.0,0.0,0.0,5,402
20,637.9293414031267,2,0.96,0.21124985814094543,-0.22868090764367505,-0.3,0.0,0.0,0.0,5,403
-20,633.2785576884743,2,0.96,0.18688665330410004,-0.11921192011800312,-0.3,0.0,0.0,0.0,5,404
20,629.5496973175261,2,0.96,0.20996898412704468,-0.23124241140099727,-0.3,0.0,0.0,0.0,5,405
-7,624.9141485264959,2,0.96,0.19912472367286682,-0.12181054361997765,-0.3,0.0,0.0,0.0,5,406
-20,620.5499269510951,2,0.96,0.19654959440231323,-0.16165043800175866,-0.3,0.0,0.0,0.0,5,407
-6,617.3025090466854,2,0.96,0.20058806240558624,-0.27400876201696894,-0.3,0.0,0.0,0.0,5,408
20,614.4968443034846,2,0.96,0.19464389979839325,-0.30929738729247125,-0.3,0.0,0.0,0.0,5,409
6,610.4618584626371,2,0.96,0.20600943267345428,-0.2003252158377801,-0.3,0.0,0.0,0.0,5,410
-20,606.1516723363828,2,0.96,0.2373317927122116,-0.1685264713357948,-0.3,0.0,0.0,0.0,5,411
20,602.988599580986,2,0.96,0.2808232605457306,-0.28096368058211846,-0.3,0.0024,0.0,0.0044,5,412
-20,598.7056080363827,2,0.96,0.3423801362514496,-0.17189138755294828,-0.3,0.0192,0.006,0.026,5,413
19,595.5844113756665,2,0.96,0.15417996048927307,-0.28436926842991334,-0.3,0.022,0.0,0.044,5,414
19,591.3764517870903,2,0.96,0.17632797360420227,-0.18089591676126374,-0.3,0.0,0.0,0.032,5,415
